"1.1a  Bevolking buurten, 1 januari 2014-2018",,,,,,,
,,,,,2018,,
N73f Ransdorp,286,287,291,299,307,150,157
N73g Holysloot,269,269,265,264,270,141,129
N73h Zunderdorp,429,422,432,432,474,245,229
N73i Noorderstrook West,16,17,15,16,18,9,9
N73j Noorderstrook Oost,3,3,8,8,8,6,2
N74a Nintemanterrein,114,111,110,109,110,65,45
N74b Elzenhagen Zuid,5,263,257,260,257,142,115
N74c Elzenhagen Noord,1693,1974,2085,2186,2369,1167,1202
T92a Hoofdcentrum Zuidoost,6,9,18,34,16,13,3
T92b Amstel III deel A/B Noord,92,124,95,81,108,73,35
T92c Amstel III deel C/D Noord,11,6,23,34,51,33,18
T92d Amstel III deel A/B Zuid,6,2,152,383,395,165,230
T92e Amstel III deel C/D Zuid,2,3,5,4,5,4,1
T92f AMC,13,42,46,41,38,32,6
T92g Hoge Dijk,113,94,99,89,101,57,44
T93a Venserpolder West,5136,5186,5263,5217,5222,2750,2472
T93b Venserpolder Oost,3322,3355,3382,3438,3428,1810,1618
T93c D-buurt,1395,1443,2000,2063,2029,946,1083
T93d F-buurt,3820,3831,3846,3826,3794,1850,1944
T93e Amsterdamse Poort,1355,1344,1432,1540,1565,825,740
T93f Hoptille,1293,1316,1364,1687,1631,829,802
T93g Rechte H-buurt,3109,3131,3137,3137,3112,1525,1587
T93h Hakfort/Huigenbos,2619,2651,2620,2551,2556,1278,1278
T93i Huntum,193,204,202,204,205,100,105
T93j Vogeltjeswei,701,710,735,734,752,381,371
T93k Nelson Mandelapark,-,-,-,-,-,-,-
T94a E-buurt,1577,1555,1552,2012,2108,1034,1074
T94b G-buurt West,3729,3692,3737,3748,3766,1881,1885
T94c Bijlmermuseum Noord,2263,2265,2288,2256,2288,1077,1211
T94d Kortvoort,2551,2600,2609,2668,2624,1258,1366
T94e Kelbergen,1011,962,950,948,1004,509,495
T94f K-buurt Midden,2096,2066,2090,2342,2370,1229,1141
T94g K-buurt Zuidoost,868,913,932,964,1037,502,535
T94h K-buurt Zuidwest,1461,1450,1462,1491,1473,727,746
T94i Grunder/Koningshoef,1770,1776,1736,1759,1753,836,917
T94j G-buurt Oost,3131,3122,3162,3142,3135,1692,1443
T94k Kantershof,2150,2199,2170,2196,2208,1144,1064
T94l Gooise Kant,-,-,-,56,144,74,70
T94m G-buurt Noord,1799,1834,1852,1826,1822,980,842
T94n Bijlmermuseum Zuid,2142,2353,2720,3083,3116,1510,1606
T95a L-buurt,2928,2935,2935,2921,2874,1497,1377
T95b Gaasperpark,35,33,35,30,25,13,12
T95c Gaasperplas,35,40,42,39,38,19,19
T96a Holendrecht Noordwest,2923,2901,2938,2923,2918,1311,1607
T96b Reigersbos Noord,4403,4408,4387,4386,4370,1968,2402
T96c Holendrecht Oost,2465,2436,2467,2493,2480,1230,1250
T96d Gaasperdam Noord,2001,2040,2054,2026,2030,1024,1006
T96e Gaasperdam Zuid,1530,1522,1525,1512,1452,705,747
T96f Reigersbos Midden,2433,2451,2425,2455,2475,1207,1268
T96g Reigersbos Zuid,2500,2513,2524,2513,2547,1241,1306
T97a Gein Noordwest,3036,3085,3101,3016,2929,1450,1479
T97b Gein Zuidwest,1682,1649,1679,1704,1696,812,884
T97c Gein Noordoost,3483,3465,3439,3406,3365,1730,1635
T97d Gein Zuidoost,3386,3361,3348,3351,3396,1624,1772
T98a Dorp Driemond,1458,1449,1440,1457,1438,686,752
T98b Landelijk Gebied Driemond,39,41,39,68,110,57,53
Amsterdam,811185,822272,834713,844952,854316,423292,431024
,,,,,,,bron: OIS
